PTM Combination,Percentage_Abundance_heart_3mo_1,Percentage_Abundance_heart_3mo_2,Percentage_Abundance_heart_3mo_3,Percentage_Abundance_heart_3mo_4,Percentage_Abundance_heart_5mo_1,Percentage_Abundance_heart_5mo_2,Percentage_Abundance_heart_5mo_3,Percentage_Abundance_heart_10mo_1,Percentage_Abundance_heart_10mo_2,Percentage_Abundance_heart_10mo_3,Percentage_Abundance_heart_10mo_4,Percentage_Abundance_heart_18mo_1,Percentage_Abundance_heart_18mo_2,Percentage_Abundance_heart_24mo_1,Percentage_Abundance_heart_24mo_2
K14acK18ac,0.0773644062356741,0.0710927973097772,0.0897416049170197,0.0747401943550335,0.01340066665669,0.0231976364269101,0.0739614026034313,0.0359437338228956,0.0225030651034682,0.0103775025632328,0.0428134551817686,0.0190124990884701,0.0745698193963713,0.0775248137680374,0.0117608332950236
K14acK18me1,0.013065480600793,0.0012813876548563,0.0039825558323652,0.0065471773464085,0.0068031674442537,0.000713331281032,0.0178461439537875,0.0167851952377363,0.0048004188923882,0.0043610023224972,0.0103016542377914,0.0031767012847954,0.0164510477319998,0.0162875355572595,0.0057649488767938
K14acK18me2,0.001992525761449,0.0212942970835826,0.0,0.0071425987049824,0.0,0.0195915552040481,0.0131519975137185,0.0203946485736969,0.0060133515846079,0.0242594965131769,0.0250684097959505,0.0011040511415361,0.0112586909738544,0.0051297331793712,0.010725285961654
K14acK18un,0.2059088053173465,0.1777748270093713,0.1719973901777086,0.1754296188333913,0.1303462708627586,0.1533415388538022,0.145332965246464,0.1972304301092816,0.1493269099912292,0.2151436989489073,0.1752643938359711,0.0594825202061121,0.1160087343800219,0.2472628243946219,0.1215998970059746
K14acK23ac,0.0358547255432969,0.0206629937288116,0.0373799321982181,0.0108853837778056,0.0016722055116783,0.017389937054778,0.0463744072240377,0.0003975854631274,0.0124130313125717,0.0023418014357991,0.0341306840721804,0.0035606065887966,0.017925179154089,0.0031130048055548,0.0088988253201843
K14acK23me1,0.0052545409900729,0.0027540444106753,0.0038667011619481,0.0134031928292752,0.0,0.0,0.0049533710157617,0.0251772350910014,0.0026340422078021,0.0159475767629785,0.0044419893397321,0.0038318178172663,0.0318700376359945,0.0214470613808426,0.0065135245827415
K14acK23me2,0.0,0.0062617978109324,0.0117964585989623,0.0161072331884941,0.0068031674442537,0.0118668701282024,0.012815186000057,0.0318621572568394,0.0051723933804745,0.0538539834123071,0.0190460054419377,0.0014647160330734,0.0134510970821661,0.0296108989241805,0.0091505639828316
K14acK23me3,0.0895901625065826,0.0364083451977286,0.0998044694752832,0.0599974741354885,0.0376781514723503,0.0540833886478261,0.0864832454588806,0.045841183039098,0.0264515164404884,0.051644234430191,0.0327061193657794,0.0042532585798885,0.0246429355636676,0.0379140638796372,0.0128912832600344
K14acK23un,0.1676317888753103,0.2053561279094395,0.1128739894926817,0.163466305308752,0.10439658053542,0.1135038659349857,0.0996662996186642,0.167075846893544,0.1359727622303569,0.1303541043065385,0.1631231148318522,0.0696653727018888,0.1303990430463301,0.2541198779090751,0.112396767993654
K14acK27ac,0.0,0.0,0.0,0.0,0.0,0.0034837537511148,0.0,0.0,0.0,0.0,0.0067011854468213,0.0,0.0,0.0,0.0
K14acK27me1,0.0227009533818168,0.0222410873706048,0.0591090734615498,0.0150518314224371,0.0,0.0169552508053991,0.0205598277580909,0.0121161900796213,0.0118803837649904,0.0248378454493967,0.0322049671779868,0.0084891526251814,0.0333134800478466,0.0142072892079357,0.0187239583696105
K14acK27me2,0.1790787897183755,0.1701624485871617,0.1453570003947708,0.175494199044949,0.1072997257629003,0.1187739876526624,0.1405088511167885,0.1590964014687278,0.1206681772993755,0.1449414144770874,0.1187883357478304,0.033487768066646,0.1127164389399566,0.2000059149935597,0.0894088082644104
K14acK27me3,0.0557421609621963,0.0727967562342026,0.050661680655465,0.064808904696401,0.0343383449616461,0.0402792677226988,0.0814830160880529,0.0792067214203183,0.0437194519491242,0.0572962543517466,0.0932543528804312,0.0251681827527808,0.0486924303837977,0.0754586438263546,0.0292195045049433
K14acK27un,0.040809313852874,0.0062430168656183,0.0105937964153079,0.0085046540760285,0.008912034239156,0.0173518018339171,0.007740814354469,0.019934694774943,0.0063757325582034,0.0270661860695834,0.0024990717984121,0.0156306682763054,0.0235659431106463,0.0565330588714399,0.0124986940004818
K14acK36me1,0.0443331016276426,0.0206425653321539,0.008904420927641,0.0123154326908307,0.0,0.0233833383719722,0.0180692815815876,0.0056615236959615,0.0206095787458491,0.0199780430811007,0.0348604226376778,0.0040646165904181,0.0059060960242342,0.0083515036295289,0.01232016096415
K14acK36me2,0.1605497318919371,0.1680151605062415,0.1109615628423968,0.163663595807064,0.1070391870886392,0.1124196834481899,0.1221021018952144,0.1655557835070324,0.1163021029447565,0.1068729302024878,0.1031662591217033,0.0386361333250708,0.1410087293850643,0.2071987706449187,0.0919518156992045
K14acK36me3,0.0084549907520555,0.0049031446880732,0.0,0.0085046540760285,0.0,0.0115402336712629,0.0061970037881998,0.0,0.0063757325582034,0.0112953270371163,0.0017226648104783,0.0050147109618403,0.0071999694708283,0.0253519439308529,0.0096060850058252
K14acK36un,0.0849933936436275,0.0778824385311188,0.1458555671570555,0.0793759066658923,0.0435109178750632,0.0495008062743673,0.1039241220523993,0.0991367005406164,0.0393563313228845,0.1159954000271093,0.1136985664816224,0.0350603108435845,0.0641734976021205,0.1053026886939895,0.0359729034702662
K14acR17me1,0.0,0.0,0.0,0.008041533404558,0.0,0.0,0.002743810938074,0.0,0.0006714239594972,0.0,0.0015256351755633,0.0008271832843727,0.0028196527146885,0.0007436551644663,0.0028226074204919
K14acR17me2,0.0036954790664288,0.0,0.0,0.0022615362034891,0.0,0.0,0.0,0.0009764954532469,0.0040927934519991,0.0073195667759653,0.0018468028141592,0.0017186504266172,0.0071726570509099,0.0045124609366989,0.0013399438965822
K14acR17un,0.2946357388488339,0.2714433090575873,0.2657215509270934,0.2535565196317685,0.1505501049637023,0.1968440617657924,0.2475486983793274,0.2693775122903635,0.1778795281601973,0.2468221335718489,0.2500754750617593,0.0802299380099239,0.2082959827166489,0.3409487907981249,0.1456884138223719
K14acR26me1,0.0025177412346166,0.0,0.0067259614443077,0.0,0.0,0.0014769568388517,0.0066066453239707,0.0,0.0021567343481382,0.0167304661075895,0.0066006261079998,0.0008995793616892,0.0118741894434993,0.0067195690959115,0.0032759924087179
K14acR26me2,0.0,0.0021268596842626,0.0,0.0,0.008912034239156,0.0,0.0,0.032659102891832,0.0,0.0255827093879188,0.0027864826114455,0.0036529104911298,0.0077638001146441,0.0318604975180026,0.0060641446597039
K14acR26un,0.295813476680646,0.2693164493733248,0.2589955894827858,0.2638595892398157,0.1416380707245463,0.1953671049269407,0.2436858639934307,0.2376949048517784,0.1804870112235554,0.2118285248523059,0.2440608043320365,0.0782232818680948,0.1986503029241039,0.307624840285376,0.1405108280710242
K14me1K18ac,0.0251122674919299,0.0488101941653203,0.0099827764097627,0.0060354508497486,0.0143021918631353,0.0348196673834982,0.007347630654025,0.0189890792537257,0.014991147968976,0.0030068897566066,0.0105517747589925,0.0002062257732403,0.0042291693847552,0.0028450741722923,0.0086778502017391
K14me1K18me1,0.0,0.0016395435769002,0.0022622582796406,0.0026139284361144,0.0,0.0062101457004933,0.0006277488617438,0.0038156237852752,0.0114251190187761,0.006972091003801,0.0106635567422569,0.0001879403921131,0.0039608603232455,0.0005511711738042,0.0054214419813486
K14me1K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K18un,0.0171235516306375,0.0288872355799405,0.0216387457598116,0.0829175783103329,0.0055158224484572,0.0258202158306116,0.0225617238538167,0.0191313094825321,0.0108207276058257,0.0332059935683941,0.0191656543878416,0.0357477447043315,0.0441912157103748,0.0612811762861518,0.0398950231782985
K14me1K23ac,0.0192300212305406,0.029501570185875,0.0042801291717729,0.0036245473070529,0.0055158224484572,0.0285024851452259,0.0038927974880859,0.0131966834648761,0.0175845214868479,0.0031257596376509,0.0106635567422569,0.0006120998444953,0.0063016765670025,0.0135126112350019,0.0063554231833138
K14me1K23me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me2,0.0,0.0038173095076723,0.0,0.0,0.0,0.0,0.0049474658788339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me3,0.0,0.0,0.0,0.0020037614901235,0.0,0.0,0.0,0.0038156237852752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23un,0.0230057978920268,0.0460180936286137,0.0296036512774418,0.0859386487990195,0.0143021918631353,0.0383475437693773,0.0216968400026657,0.0249237052713816,0.0196524731067299,0.0400592146911508,0.0297174291468341,0.0355298110251896,0.0460795688513729,0.0511648103972464,0.0476388921780724
K14me1K27ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0006277488617438,0.0,0.0,0.0,0.0,0.0,0.0003197970689198,0.0026463065893536,0.0
K14me1K27me1,0.0,0.0,0.0,0.0026139284361144,0.0,0.0,0.0,0.0053822352466687,0.0,0.0,0.0,0.0,0.0042291693847552,0.0025630381078684,0.0
K14me1K27me2,0.0291329935778624,0.071172204464527,0.0191568377447094,0.0802189992797872,0.0120845434568148,0.0574038241704713,0.0274545672160682,0.0293581953463482,0.0275977095179009,0.026685575722948,0.028291242157177,0.0206672603057304,0.0293020108294641,0.0390379271679991,0.0279893342211803
K14me1K27me3,0.0094783376655852,0.0,0.0046959278732525,0.0028865852701139,0.0059237055276023,0.0,0.0,0.0,0.0038469504890434,0.0103950901232893,8.664770432363153e-05,0.0007873676343404,0.007822880455316,0.0151576498883095,0.0124669320922042
K14me1K27un,0.0036244878791197,0.008164768857634,0.010031014831253,0.0058474446101803,0.0018097653271755,0.0094462047441319,0.0024547872917733,0.007195581928516,0.0057923345866335,0.0061043084825644,0.0120030960275904,0.014687282929614,0.0107073876799204,0.0052724998787176,0.0135380490480016
K14me1K36me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K36me2,0.0291329935778624,0.0765529452970368,0.02141909602435,0.0878462909044983,0.0138943087839902,0.0587766000074058,0.0163623142690906,0.0392349058233057,0.0312172717436206,0.0321449746138305,0.0231388038665541,0.0235986656144457,0.0411084886481624,0.0412527555837732,0.0328833381394111
K14me1K36me3,0.0036244878791197,0.0027840280251242,0.0077687565516124,0.0037206666916976,0.0,0.0022955744905217,0.0024547872917733,0.0,0.0009280565748834,0.0,0.0,0.0010465201582294,0.0013174696191785,0.0019309928930538,0.0038934109364051
K14me1K36un,0.0094783376655852,0.0,0.0046959278732525,0.0,0.0059237055276023,0.0057778544166757,0.0117200018087215,0.0027011066982272,0.0050916662750738,0.0110399997149712,0.0172421820225369,0.0114967250970096,0.0099552871510346,0.0214936731554213,0.01721756628557
K14me1R17me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0016016590372844,0.0019496443128748,0.0001342603809211,0.0090094948532094,0.0,0.0011034810936832,0.0029160953269388,0.0016207604780678,0.0
K14me1R17me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000523331539811,0.0,0.000147293527861
K14me1R17un,0.0422358191225675,0.079336973322161,0.0338837804492149,0.0915669575961959,0.0198180143115926,0.0668500289146032,0.028935444332301,0.0399863682086581,0.0371027342126567,0.0341754794755923,0.040380985889091,0.0350384297760017,0.0489418185516257,0.0630566611541805,0.0538470218335251
K14me1R26me1,0.0,0.0,0.0,0.0021267779184828,0.0,0.0,0.0,0.0,0.0,0.0006823195951168,0.0,0.0025925337850916,0.0023193379325557,0.0022399772966409,0.0004017022339673
K14me1R26me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1R26un,0.0422358191225675,0.079336973322161,0.0338837804492149,0.0894401796777131,0.0198180143115926,0.0668500289146032,0.0305371033695854,0.0419360125215329,0.0372369945935778,0.0425026547336849,0.040380985889091,0.0335493770845933,0.0500619074858198,0.0624374443356073,0.0535926131274188
K14me2K18ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000909107227192,0.0,0.0,0.0006893148224443,0.0002493740107203,0.0004254304003816,0.0,0.0
K14me2K18me1,0.0,0.0,0.0,0.0,0.0,0.0017328496976724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019152040976799,0.0
K14me2K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K18un,0.0019366873149605,0.0091395658174933,0.0,0.005436752693971,0.0061664017153344,0.0031626441377783,0.0022876391103998,0.0071898014486285,0.0147785771695103,0.0093790279520741,0.0019962306581889,0.0025316702143373,0.0053452623540745,0.0042975272526144,0.0052292917233759
K14me2K23ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0014547960948017,0.0,0.0005104335572837,0.0,0.0,6.766029515411529e-05,0.0009496610322894,0.0019152040976799,0.0
K14me2K23me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K23me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000909107227192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K23me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K23un,0.0019366873149605,0.0091395658174933,0.0,0.005436752693971,0.0061664017153344,0.0048954938354507,0.0008328430155981,0.0071898014486285,0.0142681436122266,0.0093790279520741,0.0026855454806332,0.0027133839299035,0.0048210317221668,0.0042975272526144,0.0052292917233759
K14me2K27ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004342887642296,0.0005934607233615,0.0,0.0007615312211664
K14me2K27me1,0.0019366873149605,0.0,0.0,0.005436752693971,0.0,0.0031626441377783,0.0008328430155981,0.00605317656131,0.0,0.0,0.0006893148224443,4.779631997277101e-05,0.0004254304003816,0.0020615842253796,0.0001562439778911
K14me2K27me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K27me3,0.0,0.0,0.0,0.0,0.0061664017153344,0.0,0.0,0.0014566302256425,0.0136992457617963,0.0078508536039679,0.0016290835119641,0.0006653773938226,0.0027906819693473,0.0041511471249147,0.0036049301539848
K14me2K27un,0.0,0.0091395658174933,0.0,0.0,0.0,0.0017328496976724,0.0014547960948017,0.0005891018888681,0.0010793314077139,0.0015281743481063,0.0003671471462248,0.0016335817470326,0.0019611196613658,0.0,0.0007065863703336
K14me2K36me1,0.0,0.0091395658174933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006893148224443,0.0,0.0,0.0001463801276997,0.0024895253034214
K14me2K36me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004254304003816,0.0019152040976799,0.0
K14me2K36me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0014547960948017,0.0,0.0010793314077139,0.0015281743481063,0.0003671471462248,0.0011050596877374,0.001436889029458,0.0,0.0007065863703336
K14me2K36un,0.0019366873149605,0.0,0.0,0.005436752693971,0.0061664017153344,0.0048954938354507,0.0008328430155981,0.0080989086758206,0.0136992457617963,0.0078508536039679,0.0016290835119641,0.0016759845373202,0.0039083733246166,0.0041511471249147,0.0020331800496209
K14me2R17me1,0.0,0.0091395658174933,0.0,0.0,0.0,0.0,0.0,0.0017248140688361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R17me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R17un,0.0019366873149605,0.0,0.0,0.005436752693971,0.0061664017153344,0.0048954938354507,0.0022876391103998,0.0063740946069845,0.0147785771695103,0.0093790279520741,0.0026855454806332,0.0027810442250576,0.0057706927544562,0.0062127313502943,0.0052292917233759
K14me2R26me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043283624924739,0.0,0.0,0.0,0.0004608617641411,0.0,0.0,0.0001562439778911
K14me2R26me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R26un,0.0019366873149605,0.0091395658174933,0.0,0.005436752693971,0.0061664017153344,0.0048954938354507,0.0022876391103998,0.0037705461833467,0.0147785771695103,0.0093790279520741,0.0026855454806332,0.0023201824609165,0.0057706927544562,0.0062127313502943,0.0050730477454848
K14me3K18ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0008753818723559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K18me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K18un,0.0061542797186409,0.0042239004992106,0.0157042861074376,0.0018655898746966,0.0061687039716607,0.0065392692370541,0.0083389281771863,0.0063176081631732,0.0062710582830414,0.0026621347119648,0.0029631114788384,0.0008302089229764,0.0068585542319363,0.0058796284008327,0.0038001567663773
K14me3K23ac,0.0010090293631482,0.0042239004992106,0.0157042861074376,0.0018655898746966,0.0,0.002063262831074,0.0019467268072056,0.0006702314311464,0.0021986968199208,0.0003881247369356,0.0016615291770865,9.563648978037942e-05,0.0002464111739964,0.0018597111257037,0.0007765879444983
K14me3K23me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K23me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0013055820329866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K23me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K23un,0.0051452503554928,0.0,0.0,0.0,0.0061687039716607,0.0044760064059801,0.00596200120935,0.0056473767320268,0.0040723614631206,0.0022740099750292,0.0013015823017519,0.0007345724331961,0.0066121430579399,0.004019917275129,0.003023568821879
K14me3K27ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K27me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023741546428459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K27me2,0.0061542797186409,0.0042239004992106,0.0157042861074376,0.0018655898746966,0.0061687039716607,0.0065392692370541,0.0092143100495422,0.0039434535203273,0.0062710582830414,0.0026621347119648,0.0029631114788384,0.0003359774345241,0.005910831242611,0.0058796284008327,0.0036082967305197
K14me3K27me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K27un,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004942314884523,0.0009477229893253,0.0,0.0001918600358575
K14me3K36me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023741546428459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K36me2,0.0061542797186409,0.0023825441327503,0.0157042861074376,0.0018655898746966,0.0061687039716607,0.0065392692370541,0.0092143100495422,0.0039434535203273,0.0060841190108426,0.0022740099750292,0.0013015823017519,9.563648978037942e-05,0.0068585542319363,0.0006708786857894,0.0030972736302326
K14me3K36me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K36un,0.0,0.0018413563664603,0.0,0.0,0.0,0.0,0.0,0.0,0.0001869392721988,0.0003881247369356,0.0016615291770865,0.0007345724331961,0.0,0.0052087497150433,0.0007028831361447
K14me3R17me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
