PTM Combination,Percentage_Abundance_heart_3mo_1,Percentage_Abundance_heart_3mo_2,Percentage_Abundance_heart_3mo_3,Percentage_Abundance_heart_3mo_4,Percentage_Abundance_heart_5mo_1,Percentage_Abundance_heart_5mo_2,Percentage_Abundance_heart_5mo_3,Percentage_Abundance_heart_10mo_1,Percentage_Abundance_heart_10mo_2,Percentage_Abundance_heart_10mo_3,Percentage_Abundance_heart_10mo_4,Percentage_Abundance_heart_18mo_1,Percentage_Abundance_heart_18mo_2,Percentage_Abundance_heart_24mo_1,Percentage_Abundance_heart_24mo_2
K14acK18ac,0.0082931571997252,0.0070476297212089,0.0036701531834286,0.0158928237893108,0.0089937146207967,0.0050867893991135,0.0068691598865103,0.0033309386797991,0.0,0.0023167329991116,0.0033598623912237,0.0007796724306425,0.0071777260030718,0.0072895439867668,0.0
K14acK18me1,0.0043384854037523,0.0021230397837764,0.0013630639417549,0.0053953053670782,0.0097518458730606,0.0020635533074207,0.0039308445741273,0.0287737253406227,0.0021004240189357,0.0098240443440975,0.0011804952135117,0.0006866581086281,0.0219330946073862,0.0060337498903795,0.0041576852402717
K14acK18me2,0.0025013606769119,0.0063778456226359,0.0,0.0042333351845993,0.0008851881013608,0.0090877570760644,0.0055088140218059,0.005994464408891,0.0010537026834466,0.0014374592612434,0.0103315228095673,1.0649825781121628e-05,0.0,0.005783524796954,0.0169673326165766
K14acK18un,0.1007570818798938,0.0697272922583312,0.177171833932593,0.1403174429112833,0.1539453764285507,0.0873318201915158,0.1723109144863228,0.1243008080417819,0.0532275599752547,0.1246813916412154,0.0755759759440316,0.0547702863257519,0.1451445974518437,0.0547233210761099,0.0967262486341127
K14acK23ac,0.0028942607184327,0.00779215390576,0.0019479505383517,0.0030411488503554,0.0,0.0094485529455439,0.0074963658387388,0.0,0.00262856655384,0.0,0.0084631290733965,0.0,0.0,0.0,0.0211250178568483
K14acK23me1,0.0028463584512318,0.0014651152867695,0.0025000736837311,0.0040071173644056,0.0049664821451171,0.0025691674415753,0.0054000518480989,0.0072761428234854,0.0002312927702175,0.0013072919890696,0.0010100533667846,3.944379918933936e-05,0.0,0.0058881155272798,0.0040870528789507
K14acK23me2,0.0081016694304017,0.0051334750568194,0.028639034144349,0.0100493448725165,0.0084886393174012,0.0063908969008798,0.0139461314400047,0.0106314465692833,0.00141894116282,0.0126971742403779,0.0,0.0003330663621176,0.0115523351592237,0.005783524796954,0.0
K14acK23me3,0.0070481172870692,0.0036561472678053,0.0108416506326554,0.0101491497374368,0.0033181702146716,0.0008549029078091,0.0105981345228069,0.004845471182278,0.0012977827185457,0.005387133460744,0.0060261796514834,0.0016469247043,0.0332659049959272,0.0147747673553183,0.0090023622507854
K14acK23un,0.0949996792731478,0.0672289158687982,0.1382763420586893,0.1385921464275573,0.1568028333465789,0.0843063997783062,0.1511790493191171,0.139646875896048,0.0508051034722138,0.1188680285554763,0.0749484942666698,0.0542278318251966,0.1294371779071509,0.047383732070658,0.0836368335043767
K14acK27ac,0.0,0.000363594637749,0.0,0.0013150348300555,0.0,0.0004054618666779,0.0,0.0,0.000872935638116,0.0,0.004796914887033,0.0,0.0,0.0,0.0
K14acK27me1,0.0181211167143258,0.0184963479592125,0.0414953193756945,0.028372770298438,0.0215168954617241,0.0180376091524601,0.0268123318988374,0.0069212229192415,0.0035563912593165,0.0082925480600506,0.0014597880143973,0.0084405201532686,0.0199197312593173,0.0131776595140466,0.0169673326165766
K14acK27me2,0.0407437343057076,0.0159449188344473,0.0577857089229189,0.0692681843161262,0.0666712728123997,0.0175388745051434,0.0431638340765058,0.0681066753977552,0.0377938299309796,0.0318103444511005,0.0217300309607443,0.0180844414021746,0.0911904098200537,0.0315314182123492,0.0455079952234444
K14acK27me3,0.0560688649344959,0.0481222850040838,0.0803071441953294,0.0599416943816102,0.0828237925648636,0.0624195544785769,0.1093329022209816,0.0773987901105621,0.0141585298492247,0.0857713339471397,0.0495297558646965,0.0279622205538306,0.0631452769829307,0.0291210620238143,0.0553759386509399
K14acK27un,0.0009563692057539,0.0023486609504597,0.0026168785638336,0.0069412234260416,0.0025641641847811,0.005168419971256,0.0093106647724417,0.0099732480435358,0.0,0.0123854017873771,0.0129313666314632,0.0017600845815297,0.0,0.0,0.0
K14acK36me1,0.0198155932532036,0.0193024907409018,0.0499019240608996,0.0276277001666081,0.020324473490993,0.0201130073373832,0.0325795677232018,0.0062699225550363,0.0035740227248217,0.0066118952556047,0.0004497346476127,0.0084708334433863,0.0205523600620058,0.0131776595140466,0.0235470216115776
K14acK36me2,0.0229100753034882,0.010203930607749,0.0271690238540383,0.0483403925799715,0.0195019358822393,0.011040968368727,0.0277343915085715,0.0493732558251676,0.0366061815383771,0.0274315341090193,0.0212231779815966,0.0153757480589558,0.0663399072725074,0.0257478934153953,0.0455079952234444
K14acK36me3,0.0007157992561099,0.0023486609504597,0.0026168785638336,0.0066662259236159,0.0025641641847811,0.0046036264871457,0.0093106647724417,0.0093942328179896,0.0,0.011251248815091,0.0129313666314632,6.112327992896144e-05,0.0,0.0,0.0040870528789507
K14acK36un,0.0724486173474815,0.0534207250868418,0.1025172245790047,0.083204588582076,0.1311855514657552,0.0678123177808584,0.1189951089645516,0.0973625252729011,0.0162014824144382,0.0929649500659528,0.0558435770976618,0.0323395619085325,0.0873631507277885,0.0349045868207683,0.0447091967769883
K14acR17me1,0.0,0.0003887682194332,0.0054826595236897,0.0,0.0,0.0009765493493851,0.0007940705462866,0.0012037481749299,0.010194032496928,0.0,0.0011804952135117,0.0,0.0,0.0,0.0050948193422537
K14acR17me2,0.0085774170164621,0.0011853719888615,0.0,0.0127464961336242,0.0329393929310062,0.0015705384298493,0.0030497444417634,0.0152587333319848,0.0061165156697868,0.0144397880376588,0.0047627370664669,0.0023307048764689,0.0158333442035953,0.0,0.0
K14acR17un,0.1073126681438211,0.0837016671776578,0.1767223915340867,0.1530924111186474,0.1406367320927626,0.1010228321948801,0.1847759179807165,0.14593745496418,0.0400711385109222,0.1238198402080091,0.0845046240783557,0.0539165618143347,0.1584220738587065,0.0738301397502102,0.1127564471487073
K14acR26me1,0.0004024055098281,0.0005965625549066,0.0054826595236897,0.0011122857597718,0.0006460944436025,0.0002754722176596,0.0024733719051204,0.0046513733708028,0.0,0.0,0.0002420773659507,0.0,0.0,0.005783524796954,0.0
K14acR26me2,0.0020273995013686,0.0,0.0,0.0006705325972815,0.0061526422398357,0.0,0.0015839980079452,0.0059303178351344,0.0004041167512902,0.0050115964834832,0.0017401057771865,0.0010492196672508,0.0023955126904209,0.0,0.0
K14acR26un,0.1134602801490865,0.0846792448310458,0.1767223915340867,0.1640560888952183,0.1667773883403306,0.1032944477564549,0.1845623630557009,0.1518182452651575,0.0559775699263467,0.1332480317621848,0.0884656732151971,0.0551980470235528,0.1718599053718809,0.0680466149532562,0.117851266490961
K14me1K18ac,0.0142828483098289,0.0108224478624,0.0250938653591415,0.0118291437944911,0.0109367472460806,0.0058628090257605,0.0179330068921697,0.0116488051536174,0.013246252890603,0.0247856789827044,0.0171931768621521,0.0001565772739671,0.0,0.0099437772764243,0.0107200508954702
K14me1K18me1,0.0130446563041547,0.0134750204602184,0.0151418649496437,0.0060760299203124,0.0072829320151294,0.0138238840560334,0.0090668802149757,0.0128512749536561,0.0067832878284203,0.0027910915742782,0.0015254228475673,0.0001986068333255,0.0017313362746967,0.0,0.0078426190479577
K14me1K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024574834066302,0.0,0.0
K14me1K18un,0.1650638024786618,0.1033269871810428,0.1287203165457627,0.0752631909117398,0.1423135397900645,0.1035852552622891,0.1058148775762525,0.1510896095486144,0.0443617645463818,0.0851695953756377,0.035288264292427,0.0198269807974725,0.1037303099856594,0.1255736662171234,0.0709665260351802
K14me1K23ac,0.0133590645551746,0.0136791253795147,0.016794819635499,0.0046886921556762,0.0127289765498875,0.0122358823134401,0.0102640952235651,0.0017256035885017,0.0,0.0020742250959549,0.0022800557079839,0.0,0.0,0.0038905131874837,0.0078426190479577
K14me1K23me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0004448482063724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me3,0.0,0.0001355780240406,0.0,0.0010872473396406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016224223831602,0.0,0.0
K14me1K23un,0.179032242537471,0.113809752100106,0.1521612272190489,0.0873924251312264,0.1478042425013869,0.1110360660306429,0.1221058212534604,0.173864086067386,0.0643913052654051,0.1106721408366654,0.0517268082941625,0.0201821649047651,0.106296707283826,0.131626930306064,0.0816865769306504
K14me1K27ac,0.0001807031428684,0.0,0.0,0.0,0.0,0.0001687332074653,0.0,0.0,0.00135416778904,0.0,0.0026640250727298,0.0,0.0,0.0,0.0
K14me1K27me1,0.0,0.0,0.0,0.0012127991563894,0.0012336107295045,0.0,0.0,0.0003375542572048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K27me2,0.1710996314998994,0.111729028315787,0.1581158596862994,0.0858744886240598,0.146141862504899,0.0969960692571333,0.1217884287194004,0.1645667565975968,0.0404330109832449,0.0969497111495366,0.0335842558099167,0.0186998669312299,0.0925188853253055,0.1248647399020988,0.0789506608686757
