PTM Combination,Percentage_Abundance_kidney_3mo_1,Percentage_Abundance_kidney_3mo_2,Percentage_Abundance_kidney_3mo_3,Percentage_Abundance_kidney_3mo_4,Percentage_Abundance_kidney_5mo_1,Percentage_Abundance_kidney_5mo_2,Percentage_Abundance_kidney_5mo_3,Percentage_Abundance_kidney_5mo_4,Percentage_Abundance_kidney_10mo_1,Percentage_Abundance_kidney_10mo_2,Percentage_Abundance_kidney_10mo_3,Percentage_Abundance_kidney_10mo_4,Percentage_Abundance_kidney_18mo_1,Percentage_Abundance_kidney_18mo_2,Percentage_Abundance_kidney_24mo_1,Percentage_Abundance_kidney_24mo_2
K14acK18ac,0.1477942040048094,0.0997852028672959,0.1005588171821531,0.1024925607858519,0.0597632423173499,0.1203075082502198,0.1028981968124789,0.078852875113684,0.0806233058312388,0.0600002842335786,0.0584743918840281,0.0559209614809402,0.0669248082256219,0.093878669395676,0.0561117781064625,0.0293400760141313
K14acK18me1,0.0187846934702848,0.0326455564848214,0.0095161095247378,0.0160711078161162,0.0324296767263274,0.0380377214240884,0.0231796183299944,0.0201422437791833,0.0157028203999159,0.0273203530995093,0.0332626240372467,0.0306902281739585,0.0261444638882919,0.0290042316910828,0.0242699112612857,0.0138592832192265
K14acK18me2,0.0093515781241068,0.0042443163917996,0.0040929395447481,0.0058606951060574,0.0067629955435555,0.00221804626338,0.0,0.0002744323225211,0.0,0.0023000307942323,0.0024892379821804,0.0027592170868543,0.0022861319126024,0.0003174761744626,0.0011560780316281,0.0002394513306601
K14acK18un,0.2114375473471808,0.1786916937511089,0.2190411760316976,0.2004978464532987,0.4099979387130006,0.1058969017335831,0.1722449063352051,0.2069885703622,0.0900413759931362,0.1640149410988071,0.1499874389913814,0.1469410160632185,0.1706881916570674,0.1295110179231802,0.1177327448530857,0.1488829630522742
K14acK23ac,0.0401708910360162,0.0339562091277512,0.0549976038704367,0.0458619679786846,0.0236427876729224,0.0263761615820689,0.0311604747853889,0.0363348802352488,0.0183814212559801,0.0110851774663907,0.0255695471435798,0.0252004637173136,0.016111531073496,0.0198876139077924,0.017116500678949,0.0189496472954978
K14acK23me1,0.0190510483957176,0.0203449982304156,0.0139012607332523,0.0032504547978688,0.0218919421097705,0.029647599905569,0.0163708331367752,0.0070665675017137,0.0122729454831921,0.0126196883128925,0.0092170354607115,0.0133269131938943,0.0140026947932707,0.0207811262488645,0.0167582168721864,0.0074630133581136
K14acK23me2,0.0199809570778724,0.0432609060129341,0.0133112430923146,0.0261814254837771,0.0101961706513374,0.0368193235593001,0.0183089657999476,0.0198340767588055,0.0061721692739835,0.0173465922457069,0.0281951471354366,0.0234994535667113,0.018666941631299,0.015350100173981,0.0048128544834978,0.0013854441751986
K14acK23me3,0.0829833684382641,0.0509180091895298,0.0307952663109043,0.0280452366799421,0.1014036493489519,0.0336841317996624,0.038946397170597,0.0447059548018367,0.0145093350906833,0.0451192543592171,0.0496178450733173,0.0567987667823588,0.0244682567728774,0.0280197250925426,0.0189135244325992,0.004756849953536
K14acK23un,0.2251817579985116,0.1668866469343949,0.2202036682764286,0.2215831252210514,0.3518193035172512,0.1399329608246709,0.1935360505849695,0.1983166422799839,0.1350316311204519,0.16746489684192,0.1316141180817914,0.1174858255446935,0.1927941714126403,0.1686728297612212,0.1416694157852295,0.159766818833946
K14acK27ac,0.0,0.0003484632866939,0.0,0.0005637197403732,0.0,9.127460656530288e-05,0.0005874120568929,0.0001357904907145,0.0,0.0001475889083826,0.0,0.0,3.656743797241208e-05,0.0,0.0,0.0001256097513137
K14acK27me1,0.0338105484566915,0.0338936759087264,0.0470952409358278,0.0327136247578402,0.0166686408570305,0.0380507024600707,0.0293829370499157,0.0272119218348157,0.0118971284080466,0.0101367598803186,0.0214048372502705,0.0192666258217047,0.017137004267774,0.0174877806314264,0.0093550511904884,0.0054131732916997
K14acK27me2,0.2820203397208533,0.2410299019814135,0.2179228606205378,0.2255057227517898,0.3864522637866698,0.1779884972270117,0.2167706186932086,0.2281817370010721,0.1486994049709463,0.2083565441406986,0.1860861113728011,0.1617062147281668,0.203376402561356,0.2015470815035717,0.1637847305326489,0.1703361444123979
K14acK27me3,0.0547075226899961,0.0327618973574253,0.0460315308881193,0.0526202458213973,0.0805104443379921,0.0388019459713524,0.0405805899900837,0.0366719865161926,0.0190474493919433,0.0239206526572817,0.0243824427231217,0.047274776366287,0.0190206207055202,0.0237353769633992,0.020589973513829,0.0113196291250274
K14acK27un,0.0168296120788409,0.0073328309607665,0.0221594098388518,0.0135188970899237,0.0253225043185411,0.0115277574062711,0.0110011636875774,0.0140566857347935,0.0067235194533546,0.0110740636394458,0.0123403015486432,0.0080638058888131,0.026473000710961,0.0099411560860043,0.0055407570154957,0.0051272170358533
K14acK36me1,0.0220464019820183,0.0106899922658484,0.0232855086425752,0.0162853995416538,0.0492834269622141,0.007734470573471,0.0158022799009776,0.0190850257508496,0.0046741646365374,0.0094059381369565,0.0075116685989655,0.0150764442808331,0.0096074643456643,0.009255832099813,0.0046521684206176,0.008641348029646
K14acK36me2,0.3160092268289168,0.269150973117284,0.2726395326656492,0.2697999607761502,0.4377751164917455,0.2174564409524271,0.2561691628029445,0.2670620871931566,0.1674626589170829,0.2322163929716219,0.2202926688045714,0.1973095876743021,0.2381782957580741,0.2357840955297402,0.1808259752999336,0.1734410423875085
K14acK36me3,0.0029361086956507,0.0030191015771875,0.0092929450660919,0.0055570575133287,0.0021550320080127,0.0039459362120037,0.0029097462762808,0.0038569017072181,0.0025334423712976,0.0017907959219737,0.0014274477233915,0.0042806191394345,0.0101148931341423,0.00169267437445,0.002769379905613,0.0046481801760806
K14acK36un,0.046376285439796,0.0325067025347058,0.0279910559090203,0.0332797923301914,0.0197402778382612,0.0373233299333695,0.0234415324974752,0.0162541069263644,0.0116972362993729,0.0102224821955752,0.0149819077679081,0.0196447717104019,0.0081429424457029,0.0059787931803984,0.0110229886262978,0.0055912030230569
K14acR17me1,0.0017039357660195,0.0054076132516167,0.0050886665230386,0.006200438220459,0.0017815326104312,0.0020624096164816,0.0007628974092108,0.0048034543738117,0.0045535981553919,0.0030170817937299,0.0035306949397579,0.002305083648955,0.0020739221875933,0.0032697914980704,0.0035498998820319,0.0028011759087762
K14acR17me2,0.0034681596598738,0.0008647259088745,0.0,0.0,0.0,0.0073626915303655,0.0005968861565903,0.0,0.0075597111216943,0.0019208604847159,0.0,0.0,0.001121127773994,0.0002425518384679,0.004953558047116,0.0029363756879476
K14acR17un,0.3821959275204885,0.3090944303345347,0.328120375760298,0.3187217719408655,0.5071723206898021,0.2570350765244245,0.2969629379118773,0.3014546672037769,0.1742541929472048,0.2486976669476817,0.2406829979550787,0.2340063391560167,0.2628485457219962,0.2491990518478634,0.1907670543233142,0.1865842220195682
K14acR26me1,0.0021878330980831,0.0052675008064852,0.0117561759851809,0.010247529292766,0.0042514479815352,0.0059641885805602,0.0059436390099163,0.0036695463792198,0.0024476033577974,0.0080317807060816,0.0039604825315961,0.0068912656567849,0.0101173788533435,0.0035842410505512,0.0030450882039121,0.0068612571752297
K14acR26me2,0.0131629079105433,0.0041409520011395,0.0128666167921462,0.0089571493442775,0.0260848611534495,0.0055712542507799,0.0091730199591929,0.0052281375597291,0.0041980625991674,0.0081494086364337,0.0063234462415068,0.0057224883251215,0.0152887124084,0.0091276845133248,0.0018853190041837,0.0005195647923547
K14acR26un,0.3720172819377554,0.3059583166874011,0.3085862495060094,0.3057175315242809,0.4786175441652487,0.2549247348399314,0.2832060625085692,0.2973604376386398,0.1797218362673261,0.2374544198836121,0.2339297641217335,0.2236976688230652,0.2406375044218402,0.2399994696205256,0.1943401050443662,0.1849409516487077
K14me1K18ac,0.018820712606769,0.0401570657713263,0.0088443358580102,0.0108011650296655,0.0181041966061342,0.0529008175255494,0.0160324290209834,0.0133320192477371,0.0153935881338857,0.0270502859741431,0.015162829431209,0.007470368343533,0.0203954172642272,0.0334637738776535,0.0192508323662487,0.0247097958469911
K14me1K18me1,0.0011621662238124,0.0053061505867591,0.0065384754073069,0.0029724662271689,0.0017479133098172,0.0068860865481513,0.0018906727863868,0.0012411665591828,0.0091767465639184,0.0054356563066991,0.0027007911192975,0.0053533529189309,0.0059878010935703,0.012290102993475,0.0115025895217267,0.0216845188459011
K14me1K18me2,0.0,0.0,0.0,0.0,0.0,0.0002448744800355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K18un,0.0511547510037174,0.0294981723156544,0.0329581373271374,0.0312065850724444,0.0177631842529282,0.0475202595816131,0.0429921773788848,0.0425792061359077,0.1469669290293832,0.0977044452628244,0.0800538903503969,0.0761936127940448,0.0940877100387104,0.1245340675026049,0.1043686459299065,0.0505551273822027
K14me1K23ac,0.0251224142748668,0.0493180145591089,0.0035094891412853,0.0070387940659975,0.0121620287709211,0.0639807835043721,0.0181069172171579,0.0097160743780098,0.0132483647482586,0.0299436798057385,0.0246404757350654,0.0182673453932068,0.0164721541981469,0.0272999861496009,0.0101558150803412,0.0228018758053194
K14me1K23me1,0.0,0.0008789329192791,0.0,0.0001181078929304,0.0006073538591066,0.0074428589325019,0.0,0.0,0.0027514342793636,0.0014225698489608,0.0,0.0003979331130637,0.0,0.003196699606677,0.0017268811031776,0.0008653116201613
K14me1K23me2,0.0006101290314185,0.0002224739522994,0.0,0.0,0.0,0.0009206215895756,0.0,0.0,0.0,0.0,0.0003522948293953,0.0002823583161461,0.0,0.0,0.0,0.0
K14me1K23me3,0.0003813855518568,0.0003641525245619,0.0,0.0,0.0,0.0004683221036056,0.0,0.0,0.0,0.0,0.0003464421003921,0.0010983957360655,0.0,0.0001184397479552,0.0002307032345496,0.0
K14me1K23un,0.0450237009761567,0.0241778147184905,0.0448314594511692,0.0378233143703509,0.024845911538852,0.0347394520052941,0.042808361969097,0.0474363175648178,0.1555374646995651,0.0988241378889673,0.0725782982360507,0.0689713014980266,0.103998774198361,0.1396728188695003,0.1230086683998136,0.0732822546496143
K14me1K27ac,0.0,0.0002224739522994,0.0,0.0001181078929304,0.0,0.0019416968446331,0.0,0.0008476629732603,3.98534494510836e-05,0.0,0.000133507982274,0.0015452465538711,0.0,0.0002200477716248,2.22411177032678e-05,0.0003543871435405
K14me1K27me1,0.0002784894211082,0.0037805469950704,0.0016218948292186,0.0020357979994773,0.0025438604131282,0.0082890975564771,0.0073980026917525,0.0014771613225653,0.0014904957095532,0.0032511618273712,0.0037295693560684,0.0002197201039517,0.0009927255541603,0.0006024521938366,0.0003708944263915,0.0001898288721982
K14me1K27me2,0.0684875877561509,0.0682244690863978,0.0320494566492694,0.0326874702052949,0.0312197593229683,0.0849297042955302,0.0460597121042755,0.0416837183961469,0.1321042295111326,0.0960559470274526,0.0671878559108617,0.0629497777847341,0.0870052575013523,0.1400336148579049,0.0893595512786003,0.0744383639928616
K14me1K27me3,0.0,0.0021333448182655,0.006557812273206,0.0071840143587693,0.0012801172901334,0.009837995856225,0.003715169880171,0.0033936328405468,0.015289469276178,0.0122950243713334,0.0132589169581531,0.0123927667788525,0.0186921751019049,0.0169805949675837,0.0186042400981249,0.0139845729588465
K14me1K27un,0.0023715526570398,0.0006005538217067,0.0081117848407604,0.0029548258728069,0.0025715571426497,0.0025535435824839,0.0037423945100558,0.0097502164103083,0.0226132157808724,0.0185882543175093,0.0136076606935464,0.0119098228350993,0.0137807702390904,0.0124512345827835,0.026765140897062,0.0079822891076482
K14me1K36me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K36me2,0.0703145706027508,0.0743608348520331,0.0384593844637761,0.0418271160662674,0.03504373702623,0.1043204119431276,0.0564227147367702,0.0525295903939275,0.1557120763979706,0.1156132524347721,0.0839644339785657,0.0783236959780767,0.0993335581578921,0.1530617091779045,0.1134430010397054,0.0783509818061988
K14me1K36me3,0.0008230592315481,0.0006005538217067,0.0015042318244556,0.0,0.0025715571426497,0.0022156292922452,0.0005710915794899,0.0012752715610775,0.003422598988004,0.0050322571760809,0.0050190899579834,0.0016590038955106,0.0041000683960461,0.0022699047184398,0.0050492670035514,0.0039481700802279
K14me1K36un,0.0,0.0,0.0083773323042226,0.0031531002630114,0.0,0.0010159968999764,0.0039214728699948,0.0033475299878226,0.0124025883412128,0.0095448779328136,0.0089339869643545,0.0090346341829214,0.0170373018425697,0.0149563304773891,0.0166297997746251,0.0146502901886683
K14me1R17me1,0.0,8.890568125201795e-05,0.0012043887875122,0.0,0.0,0.0014638154844043,0.0,0.0005125748493237,0.003950839885764,0.0020631468652883,0.0006449049751576,0.0019996871673104,0.0031569203973279,0.0061591139648561,0.0055080279612359,0.0005775178778144
K14me1R17me2,0.0,0.0,0.0,0.0005345586115939,0.0,0.0,0.0,0.0,0.0001712967556263,0.0,0.0,0.0,0.0,0.0003196998151022,0.0,0.0
K14me1R17un,0.0711376298342988,0.0748724829924878,0.0471365598049423,0.0444456577176849,0.0376152941688797,0.106088222650945,0.0609152791862549,0.0566398170935038,0.1674151270857971,0.1281272406783782,0.097272605925746,0.0870176468891983,0.1173140079991799,0.1638091305937751,0.1296140398566461,0.0963719241972806
K14me1R26me1,0.0006374179198827,0.0,0.0033408084305815,0.0011924932762445,0.0,0.0,0.0032614677586285,0.003205111054829,0.0142462472517745,0.0107225252658948,0.008247823537774,0.0047563956539217,0.0087094241687799,0.0080465319040235,0.0158079136197231,0.000555901604043
K14me1R26me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015928072736155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1R26un,0.0705002119144161,0.0749613886737398,0.045000140161873,0.0437877230530343,0.0376152941688797,0.1075520381353493,0.0576538114276264,0.0523544736143831,0.1572910164754129,0.1194678622777718,0.0896696873631296,0.084260938402587,0.111761504227728,0.1622414124697099,0.1193141541981589,0.0963935404710519
K14me2K18ac,0.0014646501001699,0.0041507682622656,0.0003491581257615,0.0006647726300669,0.0,0.0065791312140222,0.0,0.0,0.0024601429496525,0.0035535981150405,0.0004613528718558,0.0012522650836339,0.0,0.0011759352915631,0.0006994711267158,0.0
K14me2K18me1,0.0,0.0,0.0,0.0,0.0,0.0033970393515758,0.0,0.0004809693996851,0.0,0.0,0.0,0.0,0.0009847894965273,0.0,0.0,0.0
K14me2K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
