PTM Combination,PTM1_abundance_liver_3mo_1,PTM1_abundance_liver_3mo_2,PTM1_abundance_liver_3mo_3,PTM1_abundance_liver_3mo_4,PTM1_abundance_liver_5mo_1,PTM1_abundance_liver_5mo_2,PTM1_abundance_liver_5mo_3,PTM1_abundance_liver_5mo_4,PTM1_abundance_liver_10mo_1,PTM1_abundance_liver_10mo_2,PTM1_abundance_liver_10mo_3,PTM1_abundance_liver_10mo_4,PTM1_abundance_liver_18mo_1,PTM1_abundance_liver_18mo_2,PTM1_abundance_liver_24mo_1,PTM1_abundance_liver_24mo_2
K14acK18ac,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK18me1,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK18me2,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK18un,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK23ac,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK23me1,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK23me2,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK23me3,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK23un,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
K14acK27ac,0.275304314709191,0.2873902364523761,0.2240629674809589,0.3409247022080652,0.3562194570107034,0.3129856717744161,0.3693655555746255,0.3317937876932621,0.2727475510565925,0.181215570743801,0.1819586576067653,0.274891134664548,0.2991642061807893,0.1116869080977889,0.235011067338866,0.2621165462203543
